id,release_date,movie,production_budget,domestic_gross,worldwide_gross
90,13-Apr-18,Rampage,"$120,000,000 ","$101,028,233 ","$428,056,280 "
91,27-Jun-03,Charlie's Angels: Full Throttle,"$120,000,000 ","$100,814,328 ","$227,200,000 "
92,9-Aug-13,Elysium,"$120,000,000 ","$93,050,117 ","$286,192,091 "
93,19-Apr-13,Oblivion,"$120,000,000 ","$89,107,235 ","$287,916,633 "
94,24-Mar-17,Power Rangers,"$120,000,000 ","$85,364,450 ","$142,531,552 "
95,19-Jul-02,Stuart Little 2,"$120,000,000 ","$64,956,806 ","$166,000,000 "
96,12-Feb-14,RoboCop,"$120,000,000 ","$58,607,007 ","$242,981,799 "
97,11-Jun-04,The Chronicles of Riddick,"$120,000,000 ","$57,712,751 ","$107,212,751 "
98,7-Aug-15,Fantastic Four,"$120,000,000 ","$56,117,548 ","$167,849,187 "
99,9-May-08,Speed Racer,"$120,000,000 ","$43,945,766 ","$93,394,462 "
100,22-Jul-05,The Island,"$120,000,000 ","$35,818,913 ","$163,018,913 "
1,17-Dec-10,How Do You Know?,"$120,000,000 ","$30,212,620 ","$49,628,177 "
2,23-Jun-10,Knight and Day,"$117,000,000 ","$76,423,035 ","$258,751,370 "
3,5-Oct-18,Venom,"$116,000,000 ","$213,511,408 ","$853,628,605 "
4,19-May-99,Star Wars Ep. I: The Phantom Menace,"$115,000,000 ","$474,544,677 ","$1,027,044,677 "
5,19-May-05,Star Wars Ep. III: Revenge of the Sith,"$115,000,000 ","$380,270,577 ","$848,998,877 "
6,16-May-02,Star Wars Ep. II: Attack of the Clones,"$115,000,000 ","$310,676,740 ","$656,695,615 "
7,2-Nov-01,"Monsters, Inc.","$115,000,000 ","$289,423,425 ","$559,757,719 "
8,26-Jul-13,The Wolverine,"$115,000,000 ","$132,556,852 ","$416,456,852 "
9,7-Feb-97,Dante's Peak,"$115,000,000 ","$67,163,857 ","$178,200,000 "
10,22-Apr-16,The Huntsman: Winterâs War,"$115,000,000 ","$48,003,015 ","$165,149,302 "
11,14-Jun-02,Windtalkers,"$115,000,000 ","$40,914,068 ","$77,628,265 "
12,4-Jul-08,AstÃ©rix aux Jeux Olympiques,"$113,500,000 ","$999,811 ","$132,999,811 "
13,25-Dec-10,Gulliver's Travels,"$112,000,000 ","$42,779,261 ","$232,017,848 "
14,15-Dec-17,Ferdinand,"$111,000,000 ","$84,410,380 ","$289,847,930 "
15,18-May-18,Deadpool 2,"$110,000,000 ","$324,591,735 ","$786,680,557 "
16,4-Oct-13,Gravity,"$110,000,000 ","$274,092,705 ","$693,698,673 "
17,22-Dec-06,Night at the Museum,"$110,000,000 ","$250,863,268 ","$579,446,407 "
18,10-Jun-05,Mr. and Mrs. Smith,"$110,000,000 ","$186,336,279 ","$486,124,090 "
19,29-May-15,San Andreas,"$110,000,000 ","$155,190,832 ","$456,258,539 "
20,29-Jul-11,The Smurfs,"$110,000,000 ","$142,614,158 ","$563,749,323 "
21,27-Jun-07,Live Free or Die Hard,"$110,000,000 ","$134,529,403 ","$382,288,147 "
22,20-Mar-15,The Divergent Series: Insurgent,"$110,000,000 ","$130,179,072 ","$295,075,882 "
23,10-Dec-04,Ocean's Twelve,"$110,000,000 ","$125,531,634 ","$362,989,076 "
24,19-Dec-97,Tomorrow Never Dies,"$110,000,000 ","$125,304,276 ","$339,504,276 "
25,28-Jun-00,The Patriot,"$110,000,000 ","$113,330,342 ","$215,300,000 "
26,7-Mar-14,300: Rise of an Empire,"$110,000,000 ","$106,580,051 ","$330,780,051 "
27,17-Dec-04,The Aviator,"$110,000,000 ","$102,608,827 ","$208,370,892 "
28,21-Dec-16,Passengers,"$110,000,000 ","$100,014,699 ","$302,239,672 "
29,14-Jan-11,The Green Hornet,"$110,000,000 ","$98,780,042 ","$229,155,503 "
30,30-Sep-16,Miss Peregrineâs Home for Peculiar Children,"$110,000,000 ","$87,242,834 ","$295,986,876 "
31,7-Oct-11,Real Steel,"$110,000,000 ","$85,463,309 ","$263,880,341 "
32,11-Jun-10,The A-Team,"$110,000,000 ","$77,222,099 ","$177,241,171 "
33,31-Jul-13,The Smurfs 2,"$110,000,000 ","$71,017,784 ","$348,547,523 "
34,18-Mar-16,The Divergent Series: Allegiant,"$110,000,000 ","$66,184,051 ","$172,022,517 "
35,12-Jun-09,The Taking of Pelham 123,"$110,000,000 ","$65,452,312 ","$152,364,370 "
36,1-Nov-13,Ender's Game,"$110,000,000 ","$61,737,191 ","$127,983,283 "
37,2-Apr-04,Home on the Range,"$110,000,000 ","$50,026,353 ","$76,482,461 "
38,13-Jun-97,Speed 2: Cruise Control,"$110,000,000 ","$48,097,081 ","$150,468,000 "
39,6-May-05,Kingdom of Heaven,"$110,000,000 ","$47,398,413 ","$218,853,353 "
40,31-Mar-17,Ghost in the Shell,"$110,000,000 ","$40,563,557 ","$167,910,690 "
41,16-Jun-04,Around the World in 80 Days,"$110,000,000 ","$24,004,159 ","$72,004,159 "
42,14-Jun-19,Men in Black: International,"$110,000,000 ","$3,100,000 ","$3,100,000 "
43,19-Dec-01,The Lord of the Rings: The Fellowship of the Ring,"$109,000,000 ","$315,544,750 ","$887,210,985 "
44,21-Nov-03,The Cat in the Hat,"$109,000,000 ","$101,018,283 ","$133,818,283 "
45,25-Dec-01,Ali,"$109,000,000 ","$58,183,966 ","$87,683,966 "
46,2-Oct-15,The Martian,"$108,000,000 ","$228,433,663 ","$655,271,443 "
47,23-Nov-16,Allied,"$106,000,000 ","$40,098,064 ","$119,266,661 "
48,16-Jul-04,"I, Robot","$105,000,000 ","$144,801,023 ","$348,629,585 "
49,17-Dec-99,Stuart Little,"$105,000,000 ","$140,015,224 ","$298,815,224 "
50,25-Nov-09,The Princess and the Frog,"$105,000,000 ","$104,400,899 ","$270,997,378 "
51,7-Mar-08,"10,000 B.C.","$105,000,000 ","$94,784,201 ","$269,065,678 "
52,22-Jul-16,Ice Age: Collision Course,"$105,000,000 ","$64,063,008 ","$402,156,682 "
53,27-Apr-01,Town & Country,"$105,000,000 ","$6,712,451 ","$10,364,769 "
54,22-Sep-17,Kingsman: The Golden Circle,"$104,000,000 ","$100,234,838 ","$408,803,696 "
55,9-Jun-00,Gone in 60 Seconds,"$103,300,000 ","$101,643,008 ","$232,643,008 "
56,5-May-00,Gladiator,"$103,000,000 ","$187,683,805 ","$457,683,805 "
57,23-May-13,The Hangover 3,"$103,000,000 ","$112,200,072 ","$362,000,072 "
58,9-Mar-18,A Wrinkle in Time,"$103,000,000 ","$100,478,608 ","$133,401,882 "
59,1-Jul-09,Public Enemies,"$102,500,000 ","$97,104,620 ","$212,282,709 "
60,17-Nov-06,Casino Royale,"$102,000,000 ","$167,365,000 ","$594,420,283 "
61,21-Jun-02,Minority Report,"$102,000,000 ","$132,024,714 ","$358,824,714 "
62,21-Dec-18,Bumblebee,"$102,000,000 ","$127,195,589 ","$465,195,589 "
63,26-Oct-12,Cloud Atlas,"$102,000,000 ","$27,108,272 ","$130,673,154 "
64,15-Nov-02,Harry Potter and the Chamber of Secrets,"$100,000,000 ","$262,233,381 ","$879,225,135 "
65,2-Jul-91,Terminator 2: Judgment Day,"$100,000,000 ","$203,464,105 ","$515,419,827 "
66,16-Jun-95,Batman Forever,"$100,000,000 ","$184,031,112 ","$336,529,144 "
67,27-Jul-01,Planet of the Apes,"$100,000,000 ","$180,011,740 ","$362,211,740 "
68,19-Nov-04,National Treasure,"$100,000,000 ","$173,005,002 ","$331,323,410 "
69,25-Dec-12,Django Unchained,"$100,000,000 ","$162,805,434 ","$449,948,323 "
70,22-Dec-10,Little Fockers,"$100,000,000 ","$148,438,600 ","$310,650,574 "
71,15-Jul-94,True Lies,"$100,000,000 ","$146,282,411 ","$365,300,000 "
72,2-Nov-07,American Gangster,"$100,000,000 ","$130,164,645 ","$267,985,456 "
73,18-Sep-09,Cloudy with a Chance of Meatballs,"$100,000,000 ","$124,870,275 ","$236,827,677 "
74,6-Aug-10,The Other Guys,"$100,000,000 ","$119,219,978 ","$170,936,470 "
75,17-Dec-04,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000 ","$118,627,117 ","$212,956,024 "
76,25-Dec-13,The Wolf of Wall Street,"$100,000,000 ","$116,900,694 ","$389,870,414 "
77,24-May-13,Epic,"$100,000,000 ","$107,518,682 ","$262,794,441 "
78,21-Jun-96,Eraser,"$100,000,000 ","$101,295,562 ","$234,400,000 "
79,21-Jun-96,The Hunchback of Notre Dame,"$100,000,000 ","$100,138,851 ","$325,500,000 "
80,15-Dec-00,The Emperor's New Groove,"$100,000,000 ","$89,296,573 ","$169,296,573 "
81,17-Aug-12,The Expendables 2,"$100,000,000 ","$85,028,192 ","$311,979,256 "
82,16-Oct-09,Where the Wild Things Are,"$100,000,000 ","$77,233,467 ","$99,123,656 "
83,15-Dec-06,Eragon,"$100,000,000 ","$75,030,163 ","$249,488,115 "
84,25-Jul-14,Hercules,"$100,000,000 ","$72,688,614 ","$243,388,614 "
85,10-Dec-10,The Tourist,"$100,000,000 ","$67,631,157 ","$278,731,369 "
86,24-Nov-99,End of Days,"$100,000,000 ","$66,889,043 ","$212,026,975 "
87,11-Jun-04,The Stepford Wives,"$100,000,000 ","$59,475,623 ","$96,221,971 "
88,8-Jun-07,Surf's Up,"$100,000,000 ","$58,867,694 ","$145,395,745 "
89,8-Dec-06,Blood Diamond,"$100,000,000 ","$57,377,916 ","$171,377,916 "
90,24-Sep-10,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000 ","$55,675,313 ","$139,716,717 "
91,7-Nov-97,Starship Troopers,"$100,000,000 ","$54,768,952 ","$121,100,000 "
92,5-Jun-09,Land of the Lost,"$100,000,000 ","$49,438,370 ","$69,548,641 "
93,25-Dec-03,Peter Pan,"$100,000,000 ","$48,417,850 ","$95,255,485 "
94,15-Mar-19,Wonder Park,"$100,000,000 ","$45,216,793 ","$115,149,422 "
95,23-Jul-04,Catwoman,"$100,000,000 ","$40,202,379 ","$82,145,379 "
96,15-Aug-14,The Expendables 3,"$100,000,000 ","$39,322,544 ","$209,461,378 "
97,27-Nov-02,Treasure Planet,"$100,000,000 ","$38,120,554 ","$91,800,000 "
98,12-Mar-10,Green Zone,"$100,000,000 ","$35,497,337 ","$97,523,020 "
99,20-Oct-17,Geostorm,"$100,000,000 ","$33,700,160 ","$220,796,009 "
100,25-Dec-15,Point Break,"$100,000,000 ","$28,782,481 ","$126,704,591 "
1,11-Dec-15,In the Heart of the Sea,"$100,000,000 ","$25,020,758 ","$89,693,309 "
2,18-Apr-14,Transcendence,"$100,000,000 ","$23,022,309 ","$103,039,258 "
3,18-Feb-05,Son of the Mask,"$100,000,000 ","$17,018,422 ","$59,918,422 "
4,14-Dec-18,Mortal Engines,"$100,000,000 ","$15,951,040 ","$85,287,417 "
5,16-Aug-02,The Adventures of Pluto Nash,"$100,000,000 ","$4,411,102 ","$7,094,995 "
6,20-Jan-12,Jin lÃ­ng shÃ­ san chai,"$100,000,000 ","$311,434 ","$98,227,017 "
7,6-Nov-15,The Peanuts Movie,"$99,000,000 ","$130,178,411 ","$250,091,610 "
8,8-Feb-19,The LEGO Movie 2: The Second Part,"$99,000,000 ","$105,806,508 ","$190,325,698 "
9,21-Nov-18,Robin Hood,"$99,000,000 ","$30,824,628 ","$84,747,441 "
10,4-May-01,The Mummy Returns,"$98,000,000 ","$202,007,640 ","$435,040,395 "
11,20-Dec-02,Gangs of New York,"$97,000,000 ","$77,730,500 ","$183,124,621 "
12,19-May-17,Alien: Covenant,"$97,000,000 ","$74,262,031 ","$238,521,247 "
13,13-Mar-15,Cinderella,"$95,000,000 ","$201,151,353 ","$534,551,353 "
14,13-Jul-12,Ice Age: Continental Drift,"$95,000,000 ","$161,321,843 ","$879,765,137 "
15,28-Dec-01,Black Hawk Down,"$95,000,000 ","$108,638,745 ","$159,691,085 "
16,27-May-10,Sex and the City 2,"$95,000,000 ","$95,347,692 ","$294,680,778 "
17,12-Feb-10,Percy Jackson & the Olympians: The Lightning Thief,"$95,000,000 ","$88,768,303 ","$223,050,874 "
18,10-Aug-12,The Campaign,"$95,000,000 ","$86,907,746 ","$104,907,746 "
19,12-Nov-10,Unstoppable,"$95,000,000 ","$81,562,942 ","$165,720,921 "
20,9-May-97,The Fifth Element,"$95,000,000 ","$63,570,862 ","$263,898,761 "
21,31-Mar-00,The Road to El Dorado,"$95,000,000 ","$50,802,661 ","$65,700,000 "
22,11-Dec-09,The Lovely Bones,"$95,000,000 ","$44,114,232 ","$94,894,448 "
23,19-Aug-16,Ben-Hur,"$95,000,000 ","$26,410,477 ","$91,669,648 "
24,6-Feb-15,Seventh Son,"$95,000,000 ","$17,725,785 ","$108,874,967 "
25,30-May-03,Finding Nemo,"$94,000,000 ","$380,529,370 ","$936,429,370 "
26,17-Dec-03,The Lord of the Rings: The Return of the King,"$94,000,000 ","$377,845,905 ","$1,141,403,341 "
27,18-Dec-02,The Lord of the Rings: The Two Towers,"$94,000,000 ","$342,548,984 ","$934,699,645 "
28,15-Jun-01,Lara Croft: Tomb Raider,"$94,000,000 ","$131,144,183 ","$273,330,185 "
29,13-Feb-15,Kingsman: The Secret Service,"$94,000,000 ","$128,261,724 ","$404,561,724 "
30,18-Jul-01,Jurassic Park III,"$93,000,000 ","$181,166,115 ","$365,900,000 "
31,5-Aug-11,Rise of the Planet of the Apes,"$93,000,000 ","$176,760,185 ","$470,986,200 "
32,14-Feb-08,The Spiderwick Chronicles,"$92,500,000 ","$71,195,053 ","$162,839,667 "
33,5-Nov-04,The Incredibles,"$92,000,000 ","$261,441,092 ","$614,726,752 "
34,14-Feb-13,A Good Day to Die Hard,"$92,000,000 ","$67,349,198 ","$304,249,198 "
35,9-Apr-04,The Alamo,"$92,000,000 ","$22,406,362 ","$23,911,362 "
36,22-Dec-95,Cutthroat Island,"$92,000,000 ","$10,017,322 ","$18,517,322 "
37,25-Dec-13,The Secret Life of Walter Mitty,"$91,000,000 ","$58,236,838 ","$187,861,183 "
38,20-Dec-17,Jumanji: Welcome to the Jungle,"$90,000,000 ","$404,508,916 ","$964,496,193 "
39,1-Jul-97,Men in Black,"$90,000,000 ","$250,690,539 ","$587,790,539 "
40,19-Nov-99,Toy Story 2,"$90,000,000 ","$245,852,179 ","$511,358,276 "
41,3-Aug-01,Rush Hour 2,"$90,000,000 ","$226,164,286 ","$347,425,832 "
42,25-Dec-09,Sherlock Holmes,"$90,000,000 ","$209,028,679 ","$498,438,212 "
43,1-Jul-09,Ice Age: Dawn of the Dinosaurs,"$90,000,000 ","$196,573,705 ","$859,701,857 "
44,14-Dec-18,Spider-Man: Into The Spider-Verse 3D,"$90,000,000 ","$190,173,195 ","$375,381,768 "
45,21-Jul-00,What Lies Beneath,"$90,000,000 ","$155,464,351 ","$288,693,989 "
46,15-Apr-11,Rio,"$90,000,000 ","$143,619,809 ","$487,519,809 "
47,6-Oct-06,The Departed,"$90,000,000 ","$132,384,315 ","$289,660,619 "
48,3-Nov-00,Charlie's Angels,"$90,000,000 ","$125,305,545 ","$259,736,090 "
49,19-Jun-98,Mulan,"$90,000,000 ","$120,620,254 ","$303,500,000 "
50,13-Aug-08,Tropic Thunder,"$90,000,000 ","$110,515,313 ","$191,145,256 "
51,20-Dec-11,The Girl with the Dragon Tattoo,"$90,000,000 ","$102,515,793 ","$239,373,970 "
52,11-Jul-97,Contact,"$90,000,000 ","$100,920,329 ","$165,900,000 "
53,6-Jun-08,You Don't Mess With the Zohan,"$90,000,000 ","$100,018,837 ","$202,910,991 "
54,19-May-95,Die Hard: With a Vengeance,"$90,000,000 ","$100,012,499 ","$366,101,666 "
55,23-Sep-16,The Magnificent Seven,"$90,000,000 ","$93,432,655 ","$162,525,156 "
56,18-Dec-15,Alvin and the Chipmunks: The Road Chip,"$90,000,000 ","$85,886,987 ","$249,517,956 "
57,8-Jun-01,Atlantis: The Lost Empire,"$90,000,000 ","$84,052,762 ","$186,049,020 "
58,25-Dec-08,Valkyrie,"$90,000,000 ","$83,107,829 ","$203,932,174 "
59,24-Jul-15,Pixels,"$90,000,000 ","$78,765,986 ","$244,041,804 "
60,29-Jun-01,Artificial Intelligence: AI,"$90,000,000 ","$78,616,689 ","$235,900,000 "
61,26-Nov-03,The Haunted Mansion,"$90,000,000 ","$75,817,994 ","$155,750,628 "
62,4-Aug-00,Hollow Man,"$90,000,000 ","$73,209,340 ","$191,200,000 "
63,22-Apr-05,The Interpreter,"$90,000,000 ","$72,708,161 ","$162,753,837 "
64,7-Aug-13,Percy Jackson: Sea of Monsters,"$90,000,000 ","$68,559,554 ","$200,859,554 "
65,25-Jul-03,Lara Croft: Tomb Raider: The Cradle of Life,"$90,000,000 ","$65,653,758 ","$157,092,943 "
66,10-Jun-16,Now You See Me 2,"$90,000,000 ","$65,075,540 ","$328,325,007 "
67,21-Nov-01,Spy Game,"$90,000,000 ","$62,362,560 ","$143,049,560 "
68,4-Apr-97,The Saint,"$90,000,000 ","$61,363,304 ","$169,400,000 "
69,10-Mar-00,Mission to Mars,"$90,000,000 ","$60,874,615 ","$106,000,000 "
70,16-Mar-18,Tomb Raider,"$90,000,000 ","$58,250,803 ","$273,477,501 "
71,17-Dec-99,Bicentennial Man,"$90,000,000 ","$58,220,776 ","$87,420,776 "
72,7-Jul-04,King Arthur,"$90,000,000 ","$51,877,963 ","$203,877,963 "
73,25-Apr-97,Volcano,"$90,000,000 ","$47,546,796 ","$120,100,000 "
74,26-Mar-97,The Devil's Own,"$90,000,000 ","$42,885,593 ","$140,900,000 "
75,19-Jul-02,K-19: The Widowmaker,"$90,000,000 ","$35,168,966 ","$65,716,126 "
76,19-Aug-11,Conan the Barbarian,"$90,000,000 ","$21,295,021 ","$63,356,133 "
77,21-Oct-11,The Three Musketeers,"$90,000,000 ","$20,377,913 ","$139,877,913 "
78,21-Apr-17,The Promise,"$90,000,000 ","$8,224,288 ","$10,551,417 "
79,24-Nov-10,The Nutcracker in 3D,"$90,000,000 ","$195,459 ","$20,466,016 "
80,13-Dec-17,Bright,"$90,000,000 ",$0 ,$0 
81,31-Dec-19,Army of the Dead,"$90,000,000 ",$0 ,$0 
82,10-May-96,Twister,"$88,000,000 ","$241,688,385 ","$495,700,000 "
83,3-Jun-05,Cinderella Man,"$88,000,000 ","$61,649,911 ","$105,021,488 "
84,14-Sep-18,The Predator,"$88,000,000 ","$51,024,708 ","$159,487,563 "
85,8-Jul-05,Fantastic Four,"$87,500,000 ","$154,696,080 ","$333,132,750 "
86,9-Feb-01,Hannibal,"$87,000,000 ","$165,092,266 ","$350,100,280 "
87,25-Jul-03,Seabiscuit,"$86,000,000 ","$120,277,854 ","$148,715,342 "
88,22-Dec-00,Cast Away,"$85,000,000 ","$233,632,142 ","$427,230,516 "
89,17-Nov-06,Happy Feet,"$85,000,000 ","$198,000,317 ","$385,000,317 "
90,7-Dec-01,Ocean's Eleven,"$85,000,000 ","$183,417,150 ","$450,728,529 "
91,23-Jul-04,The Bourne Supremacy,"$85,000,000 ","$176,087,450 ","$311,001,124 "
92,25-Jul-97,Air Force One,"$85,000,000 ","$172,956,409 ","$315,268,353 "
93,3-Apr-09,Fast & Furious,"$85,000,000 ","$155,064,265 ","$363,064,265 "
94,14-Mar-08,Horton Hears a Who,"$85,000,000 ","$154,529,439 ","$299,477,886 "
95,21-Mar-14,Divergent,"$85,000,000 ","$150,947,895 ","$276,014,965 "
96,28-Sep-12,Hotel Transylvania,"$85,000,000 ","$148,313,048 ","$378,505,812 "
97,5-Apr-19,Shazam!,"$85,000,000 ","$139,606,856 ","$362,899,733 "
98,21-Nov-07,Enchanted,"$85,000,000 ","$127,706,877 ","$340,384,141 "
99,10-Feb-12,Safe House,"$85,000,000 ","$126,181,630 ","$208,542,162 "
100,20-Jul-07,I Now Pronounce You Chuck and Larry,"$85,000,000 ","$119,725,280 ","$185,708,462 "
1,8-Jun-07,Ocean's Thirteen,"$85,000,000 ","$117,144,465 ","$311,744,465 "
2,25-Dec-09,Itâs Complicated,"$85,000,000 ","$112,735,375 ","$224,614,744 "
3,20-Nov-98,Enemy of the State,"$85,000,000 ","$111,549,836 ","$250,649,836 "
4,29-Sep-06,Open Season,"$85,000,000 ","$85,105,259 ","$191,932,158 "
5,4-Nov-11,Tower Heist,"$85,000,000 ","$78,046,570 ","$150,422,946 "
6,22-Nov-00,102 Dalmatians,"$85,000,000 ","$66,941,559 ","$66,941,559 "
7,30-Mar-12,Mirror Mirror,"$85,000,000 ","$64,935,167 ","$173,613,482 "
8,8-Dec-06,The Holiday,"$85,000,000 ","$63,280,000 ","$205,190,324 "
9,16-Jun-06,The Fast and the Furious: Tokyo Drift,"$85,000,000 ","$62,615,510 ","$157,794,205 "
10,9-Dec-05,Memoirs of a Geisha,"$85,000,000 ","$57,010,853 ","$161,510,853 "
11,16-Mar-01,Enemy at the Gates,"$85,000,000 ","$51,396,781 ","$96,971,293 "
12,18-Jun-93,Last Action Hero,"$85,000,000 ","$50,016,394 ","$137,298,489 "
13,26-Sep-03,The Rundown,"$85,000,000 ","$47,641,743 ","$80,831,893 "
14,23-Nov-11,Arthur Christmas,"$85,000,000 ","$46,462,469 ","$149,717,124 "
15,20-Jan-17,xXx: Return of Xander Cage,"$85,000,000 ","$44,898,413 ","$345,033,359 "
16,13-Nov-98,Meet Joe Black,"$85,000,000 ","$44,650,003 ","$44,650,003 "
17,30-Jul-10,Cats & Dogs: The Revenge of Kitty Galore,"$85,000,000 ","$43,585,753 ","$113,026,383 "
18,8-Feb-02,Collateral Damage,"$85,000,000 ","$40,048,332 ","$78,353,508 "
19,15-Mar-02,Showtime,"$85,000,000 ","$37,948,765 ","$78,948,765 "
20,30-Jun-95,Judge Dredd,"$85,000,000 ","$34,687,912 ","$113,487,912 "
21,2-Mar-07,Zodiac,"$85,000,000 ","$33,080,084 ","$83,080,084 "
22,13-Aug-10,Scott Pilgrim vs. The World,"$85,000,000 ","$31,611,316 ","$48,056,764 "
23,28-Mar-03,The Core,"$85,000,000 ","$31,111,260 ","$74,132,631 "
24,9-May-97,Father's Day,"$85,000,000 ","$28,681,080 ","$35,681,080 "
25,20-Dec-17,The Greatest Showman,"$84,000,000 ","$174,340,174 ","$386,665,550 "
26,14-Jun-02,Scooby-Doo,"$84,000,000 ","$153,294,164 ","$276,294,164 "
27,28-Jul-00,Nutty Professor II: The Klumps,"$84,000,000 ","$123,307,945 ","$166,307,945 "
28,19-Jul-13,RED 2,"$84,000,000 ","$53,262,560 ","$141,507,355 "
29,23-Jun-06,Click,"$82,500,000 ","$137,355,633 ","$237,685,089 "
30,15-Dec-06,Charlotte's Web,"$82,500,000 ","$82,985,708 ","$143,985,708 "
31,14-Feb-08,Jumper,"$82,500,000 ","$80,172,128 ","$222,640,812 "
32,11-Jul-08,Hellboy II: The Golden Army,"$82,500,000 ","$75,986,503 ","$160,388,063 "
33,27-May-05,The Longest Yard,"$82,000,000 ","$158,119,460 ","$191,558,505 "
34,13-Aug-10,The Expendables,"$82,000,000 ","$103,068,524 ","$268,268,174 "
35,17-Nov-00,The 6th Day,"$82,000,000 ","$34,543,701 ","$96,024,898 "
36,21-Feb-20,Call of the Wild,"$82,000,000 ",$0 ,$0 
37,23-May-03,Bruce Almighty,"$81,000,000 ","$242,704,995 ","$484,468,608 "
38,23-Mar-12,The Hunger Games,"$80,000,000 ","$408,010,692 ","$677,923,379 "
39,26-May-11,The Hangover Part II,"$80,000,000 ","$254,464,305 ","$586,464,305 "
40,21-May-96,Mission: Impossible,"$80,000,000 ","$180,981,886 ","$457,697,994 "
41,10-Feb-17,The Lego Batman Movie,"$80,000,000 ","$175,750,384 ","$310,660,018 "
42,25-Sep-15,Hotel Transylvania 2,"$80,000,000 ","$169,700,110 ","$469,500,298 "
43,18-Jun-92,Batman Returns,"$80,000,000 ","$162,833,635 ","$266,824,291 "
44,7-May-99,The Mummy,"$80,000,000 ","$155,385,488 ","$416,385,488 "
45,19-May-06,Over the Hedge,"$80,000,000 ","$155,019,340 ","$343,397,247 "
46,21-Jun-02,Lilo & Stitch,"$80,000,000 ","$145,771,527 ","$245,800,000 "
47,8-May-98,Deep Impact,"$80,000,000 ","$140,464,664 ","$349,464,664 "
48,12-Jul-13,Grown Ups 2,"$80,000,000 ","$133,668,525 ","$247,023,808 "
49,16-Dec-11,Alvin and the Chipmunks: Chipwrecked,"$80,000,000 ","$133,107,389 ","$349,088,523 "
50,20-Jun-08,Get Smart,"$80,000,000 ","$130,319,208 ","$226,739,416 "
51,11-Mar-05,Robots,"$80,000,000 ","$128,200,012 ","$260,700,012 "
52,19-Feb-10,Shutter Island,"$80,000,000 ","$128,012,934 ","$299,461,782 "
53,12-Dec-03,Something's Gotta Give,"$80,000,000 ","$124,685,242 ","$266,685,242 "
54,26-Nov-08,Four Christmases,"$80,000,000 ","$120,146,040 ","$168,311,558 "
55,27-Jun-97,Face/Off,"$80,000,000 ","$112,276,146 ","$241,200,000 "
56,25-Dec-08,Bedtime Stories,"$80,000,000 ","$110,101,975 ","$221,468,935 "
57,12-Jul-02,Road to Perdition,"$80,000,000 ","$104,054,514 ","$183,354,514 "
58,11-Feb-11,Just Go With It,"$80,000,000 ","$103,028,109 ","$214,974,953 "
59,14-Feb-03,Daredevil,"$80,000,000 ","$102,543,518 ","$182,782,518 "
60,26-Sep-08,Eagle Eye,"$80,000,000 ","$101,440,743 ","$180,585,259 "
61,6-Jun-97,Con Air,"$80,000,000 ","$101,117,573 ","$224,117,573 "
62,17-Dec-10,Yogi Bear,"$80,000,000 ","$100,246,011 ","$204,774,690 "
63,25-Dec-03,Cold Mountain,"$80,000,000 ","$95,632,614 ","$165,173,909 "
64,15-Jan-10,The Book of Eli,"$80,000,000 ","$94,835,059 ","$158,750,817 "
65,26-Nov-97,Flubber,"$80,000,000 ","$92,993,801 ","$177,993,801 "
66,23-Jul-99,The Haunting,"$80,000,000 ","$91,188,905 ","$180,188,905 "
67,15-Nov-96,Space Jam,"$80,000,000 ","$90,463,534 ","$250,200,000 "
68,17-Oct-14,Fury,"$80,000,000 ","$85,817,906 ","$210,315,681 "
69,28-Sep-18,Smallfoot,"$80,000,000 ","$83,240,103 ","$213,691,277 "
70,10-Feb-06,The Pink Panther,"$80,000,000 ","$82,226,474 ","$158,926,474 "
